c,Rg
0,2.384397237479527
1,3.423341940983985
2,2.5432823271119545
3,1.792592069936716
4,2.448226779242479
5,2.122628879290961
6,2.4413189394669432
7,3.8576647388024794
8,1.9883209396121138
9,2.9299440828111387
10,2.1548851807462968
11,2.0735263415495835
12,2.468996439163087
13,2.174346369601679
14,2.6229334044348134
15,2.402621113284406
16,2.4062234356351864
17,2.4300732990796803
18,1.9538918328812365
19,2.1817768310714087
20,2.5545864386432493
21,3.693078213794016
22,1.9594006293252026
23,2.5911113949230358
24,2.8652139947131348
25,2.315703641703748
26,2.1977372786118
27,2.49372355133844
28,2.6418560306913017
29,2.1760031986419506
30,2.1708571465667656
31,1.8860277883689835
32,3.1323246406782297
33,2.135545466081207
34,2.8092020151459383
35,3.365337517813035
